PositionalColumnId,Position,varexp_main.csv_OriginalHeader,varexp_main.csv_NormalizedHeader,plc_m_varexp.csv_OriginalHeader,plc_m_varexp.csv_NormalizedHeader,G03_varexp.csv_OriginalHeader,G03_varexp.csv_NormalizedHeader,BFU_varexp.csv_OriginalHeader,BFU_varexp.csv_NormalizedHeader,E02_varexp.csv_OriginalHeader,E02_varexp.csv_NormalizedHeader,VariantGroup,Status,CandidateCanonicalName,AutomaticMergeAllowed,ManualReviewRequired
VAREXP_COL_093,93,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_093,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_093,FALSE,TRUE
VAREXP_COL_094,94,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_094,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_094,FALSE,TRUE
VAREXP_COL_095,95,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_095,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_095,FALSE,TRUE
VAREXP_COL_096,96,Chrono_Period,CHRONO_PERIOD,Chrono_Period,CHRONO_PERIOD,Chrono_Period,CHRONO_PERIOD,Chrono_Period,CHRONO_PERIOD,Chrono_Period,CHRONO_PERIOD,COMMON_EXACT_VAREXP_COL_096,KNOWN_COMMON_HEADER,Chrono_Period,TRUE,FALSE
VAREXP_COL_097,97,Chrono_Type,CHRONO_TYPE,Chrono_Type,CHRONO_TYPE,Chrono_Type,CHRONO_TYPE,Chrono_Type,CHRONO_TYPE,Chrono_Type,CHRONO_TYPE,COMMON_EXACT_VAREXP_COL_097,KNOWN_COMMON_HEADER,Chrono_Type,TRUE,FALSE
VAREXP_COL_098,98,Chrono_EnableBitName,CHRONO_ENABLEBITNAME,Chrono_enableBitName,CHRONO_ENABLEBITNAME,Chrono_EnableBitName,CHRONO_ENABLEBITNAME,Chrono_EnableBitName,CHRONO_ENABLEBITNAME,Chrono_enableBitName,CHRONO_ENABLEBITNAME,CASE_ALIAS_VAREXP_COL_098,CASE_ONLY_VARIANT,Chrono_EnableBitName,TRUE,FALSE
VAREXP_COL_099,99,Chrono_EnableBitTransition,CHRONO_ENABLEBITTRANSITION,Chrono_enableBitTransition,CHRONO_ENABLEBITTRANSITION,Chrono_EnableBitTransition,CHRONO_ENABLEBITTRANSITION,Chrono_EnableBitTransition,CHRONO_ENABLEBITTRANSITION,Chrono_enableBitTransition,CHRONO_ENABLEBITTRANSITION,CASE_ALIAS_VAREXP_COL_099,CASE_ONLY_VARIANT,Chrono_EnableBitTransition,TRUE,FALSE
VAREXP_COL_100,100,Chrono_ResetBitName,CHRONO_RESETBITNAME,Chrono_ResetBitName,CHRONO_RESETBITNAME,Chrono_ResetBitName,CHRONO_RESETBITNAME,Chrono_ResetBitName,CHRONO_RESETBITNAME,Chrono_ResetBitName,CHRONO_RESETBITNAME,COMMON_EXACT_VAREXP_COL_100,KNOWN_COMMON_HEADER,Chrono_ResetBitName,TRUE,FALSE
VAREXP_COL_101,101,Chrono_ResetBitTransition,CHRONO_RESETBITTRANSITION,Chrono_ResetBitTransition,CHRONO_RESETBITTRANSITION,Chrono_ResetBitTransition,CHRONO_RESETBITTRANSITION,Chrono_ResetBitTransition,CHRONO_RESETBITTRANSITION,Chrono_ResetBitTransition,CHRONO_RESETBITTRANSITION,COMMON_EXACT_VAREXP_COL_101,KNOWN_COMMON_HEADER,Chrono_ResetBitTransition,TRUE,FALSE
VAREXP_COL_102,102,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_102,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_102,FALSE,TRUE
VAREXP_COL_103,103,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_103,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_103,FALSE,TRUE
VAREXP_COL_104,104,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_104,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_104,FALSE,TRUE
VAREXP_COL_105,105,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_105,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_105,FALSE,TRUE
VAREXP_COL_106,106,TextSize,TEXTSIZE,TextSize,TEXTSIZE,TextSize,TEXTSIZE,TextSize,TEXTSIZE,TextSize,TEXTSIZE,COMMON_EXACT_VAREXP_COL_106,KNOWN_COMMON_HEADER,TextSize,TRUE,FALSE
VAREXP_COL_107,107,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_107,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_107,FALSE,TRUE
VAREXP_COL_108,108,TextCommandLevel,TEXTCOMMANDLEVEL,TextCommandLevel,TEXTCOMMANDLEVEL,TextCommandLevel,TEXTCOMMANDLEVEL,TextCommandLevel,TEXTCOMMANDLEVEL,TextCommandLevel,TEXTCOMMANDLEVEL,COMMON_EXACT_VAREXP_COL_108,KNOWN_COMMON_HEADER,TextCommandLevel,TRUE,FALSE
VAREXP_COL_109,109,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_109,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_109,FALSE,TRUE
VAREXP_COL_110,110,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_110,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_110,FALSE,TRUE
VAREXP_COL_111,111,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_111,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_111,FALSE,TRUE
VAREXP_COL_112,112,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_112,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_112,FALSE,TRUE
VAREXP_COL_113,113,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_113,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_113,FALSE,TRUE
VAREXP_COL_114,114,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_114,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_114,FALSE,TRUE
VAREXP_COL_115,115,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_115,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_115,FALSE,TRUE
VAREXP_COL_116,116,LNS_NetworkAlias,LNS_NETWORKALIAS,LNS_NetworkAlias,LNS_NETWORKALIAS,LNS_NetworkAlias,LNS_NETWORKALIAS,LNS_NetworkAlias,LNS_NETWORKALIAS,LNS_NetworkAlias,LNS_NETWORKALIAS,COMMON_EXACT_VAREXP_COL_116,KNOWN_COMMON_HEADER,LNS_NetworkAlias,TRUE,FALSE
VAREXP_COL_117,117,LNS_NodeAlias,LNS_NODEALIAS,LNS_NodeAlias,LNS_NODEALIAS,LNS_NodeAlias,LNS_NODEALIAS,LNS_NodeAlias,LNS_NODEALIAS,LNS_NodeAlias,LNS_NODEALIAS,COMMON_EXACT_VAREXP_COL_117,KNOWN_COMMON_HEADER,LNS_NodeAlias,TRUE,FALSE
VAREXP_COL_118,118,LNS_NvName,LNS_NVNAME,LNS_NvName,LNS_NVNAME,LNS_NvName,LNS_NVNAME,LNS_NvName,LNS_NVNAME,LNS_NvName,LNS_NVNAME,COMMON_EXACT_VAREXP_COL_118,KNOWN_COMMON_HEADER,LNS_NvName,TRUE,FALSE
VAREXP_COL_119,119,LNS_PollingPeriod,LNS_POLLINGPERIOD,LNS_PollingPeriod,LNS_POLLINGPERIOD,LNS_PollingPeriod,LNS_POLLINGPERIOD,LNS_PollingPeriod,LNS_POLLINGPERIOD,LNS_PollingPeriod,LNS_POLLINGPERIOD,COMMON_EXACT_VAREXP_COL_119,KNOWN_COMMON_HEADER,LNS_PollingPeriod,TRUE,FALSE
VAREXP_COL_120,120,LNS_DefaultMonitoring,LNS_DEFAULTMONITORING,LNS_DefaultMonitoring,LNS_DEFAULTMONITORING,LNS_DefaultMonitoring,LNS_DEFAULTMONITORING,LNS_DefaultMonitoring,LNS_DEFAULTMONITORING,LNS_DefaultMonitoring,LNS_DEFAULTMONITORING,COMMON_EXACT_VAREXP_COL_120,KNOWN_COMMON_HEADER,LNS_DefaultMonitoring,TRUE,FALSE
VAREXP_COL_121,121,LNS_FieldName,LNS_FIELDNAME,LNS_FieldName,LNS_FIELDNAME,LNS_FieldName,LNS_FIELDNAME,LNS_FieldName,LNS_FIELDNAME,LNS_FieldName,LNS_FIELDNAME,COMMON_EXACT_VAREXP_COL_121,KNOWN_COMMON_HEADER,LNS_FieldName,TRUE,FALSE
VAREXP_COL_122,122,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_122,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_122,FALSE,TRUE
VAREXP_COL_123,123,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_123,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_123,FALSE,TRUE
VAREXP_COL_124,124,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_124,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_124,FALSE,TRUE
VAREXP_COL_125,125,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_125,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_125,FALSE,TRUE
VAREXP_COL_126,126,DDE_Server,DDE_SERVER,DDE_Server,DDE_SERVER,DDE_Server,DDE_SERVER,DDE_Server,DDE_SERVER,DDE_Server,DDE_SERVER,COMMON_EXACT_VAREXP_COL_126,KNOWN_COMMON_HEADER,DDE_Server,TRUE,FALSE
VAREXP_COL_127,127,DDE_Item,DDE_ITEM,DDE_Item,DDE_ITEM,DDE_Item,DDE_ITEM,DDE_Item,DDE_ITEM,DDE_Item,DDE_ITEM,COMMON_EXACT_VAREXP_COL_127,KNOWN_COMMON_HEADER,DDE_Item,TRUE,FALSE
VAREXP_COL_128,128,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_128,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_128,FALSE,TRUE
VAREXP_COL_129,129,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_129,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_129,FALSE,TRUE
VAREXP_COL_130,130,DDE_Format,DDE_FORMAT,DDE_Format,DDE_FORMAT,DDE_Format,DDE_FORMAT,DDE_Format,DDE_FORMAT,DDE_Format,DDE_FORMAT,COMMON_EXACT_VAREXP_COL_130,KNOWN_COMMON_HEADER,DDE_Format,TRUE,FALSE
VAREXP_COL_131,131,DDE_RangBit,DDE_RANGBIT,DDE_RangBit,DDE_RANGBIT,DDE_RangBit,DDE_RANGBIT,DDE_RangBit,DDE_RANGBIT,DDE_RangBit,DDE_RANGBIT,COMMON_EXACT_VAREXP_COL_131,KNOWN_COMMON_HEADER,DDE_RangBit,TRUE,FALSE
VAREXP_COL_132,132,DDE_AutoItemName,DDE_AUTOITEMNAME,DDE_AutoItemName,DDE_AUTOITEMNAME,DDE_AutoItemName,DDE_AUTOITEMNAME,DDE_AutoItemName,DDE_AUTOITEMNAME,DDE_AutoItemName,DDE_AUTOITEMNAME,COMMON_EXACT_VAREXP_COL_132,KNOWN_COMMON_HEADER,DDE_AutoItemName,TRUE,FALSE
VAREXP_COL_133,133,DDE_Label,DDE_LABEL,DDE_Label,DDE_LABEL,DDE_Label,DDE_LABEL,DDE_Label,DDE_LABEL,DDE_Label,DDE_LABEL,COMMON_EXACT_VAREXP_COL_133,KNOWN_COMMON_HEADER,DDE_Label,TRUE,FALSE
VAREXP_COL_134,134,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_134,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_134,FALSE,TRUE
VAREXP_COL_135,135,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_135,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_135,FALSE,TRUE
VAREXP_COL_136,136,ExtBinary,EXTBINARY,ExtBinary,EXTBINARY,ExtBinary,EXTBINARY,ExtBinary,EXTBINARY,ExtBinary,EXTBINARY,COMMON_EXACT_VAREXP_COL_136,KNOWN_COMMON_HEADER,ExtBinary,TRUE,FALSE
VAREXP_COL_137,137,ExtText3,EXTTEXT3,ExtText3,EXTTEXT3,ExtText3,EXTTEXT3,ExtText3,EXTTEXT3,ExtText3,EXTTEXT3,COMMON_EXACT_VAREXP_COL_137,KNOWN_COMMON_HEADER,ExtText3,TRUE,FALSE
VAREXP_COL_138,138,ExtText4,EXTTEXT4,ExtText4,EXTTEXT4,ExtText4,EXTTEXT4,ExtText4,EXTTEXT4,ExtText4,EXTTEXT4,COMMON_EXACT_VAREXP_COL_138,KNOWN_COMMON_HEADER,ExtText4,TRUE,FALSE
VAREXP_COL_139,139,ExtText5,EXTTEXT5,ExtText5,EXTTEXT5,ExtText5,EXTTEXT5,ExtText5,EXTTEXT5,ExtText5,EXTTEXT5,COMMON_EXACT_VAREXP_COL_139,KNOWN_COMMON_HEADER,ExtText5,TRUE,FALSE
VAREXP_COL_140,140,ExtText6,EXTTEXT6,ExtText6,EXTTEXT6,ExtText6,EXTTEXT6,ExtText6,EXTTEXT6,ExtText6,EXTTEXT6,COMMON_EXACT_VAREXP_COL_140,KNOWN_COMMON_HEADER,ExtText6,TRUE,FALSE
VAREXP_COL_141,141,ExtText7,EXTTEXT7,ExtText7,EXTTEXT7,ExtText7,EXTTEXT7,ExtText7,EXTTEXT7,ExtText7,EXTTEXT7,COMMON_EXACT_VAREXP_COL_141,KNOWN_COMMON_HEADER,ExtText7,TRUE,FALSE
VAREXP_COL_142,142,ExtText8,EXTTEXT8,ExtText8,EXTTEXT8,ExtText8,EXTTEXT8,ExtText8,EXTTEXT8,ExtText8,EXTTEXT8,COMMON_EXACT_VAREXP_COL_142,KNOWN_COMMON_HEADER,ExtText8,TRUE,FALSE
VAREXP_COL_143,143,ExtText9,EXTTEXT9,ExtText9,EXTTEXT9,ExtText9,EXTTEXT9,ExtText9,EXTTEXT9,ExtText9,EXTTEXT9,COMMON_EXACT_VAREXP_COL_143,KNOWN_COMMON_HEADER,ExtText9,TRUE,FALSE
VAREXP_COL_144,144,ExtText10,EXTTEXT10,ExtText10,EXTTEXT10,ExtText10,EXTTEXT10,ExtText10,EXTTEXT10,ExtText10,EXTTEXT10,COMMON_EXACT_VAREXP_COL_144,KNOWN_COMMON_HEADER,ExtText10,TRUE,FALSE
VAREXP_COL_145,145,ExtText11,EXTTEXT11,ExtText11,EXTTEXT11,ExtText11,EXTTEXT11,ExtText11,EXTTEXT11,ExtText11,EXTTEXT11,COMMON_EXACT_VAREXP_COL_145,KNOWN_COMMON_HEADER,ExtText11,TRUE,FALSE
VAREXP_COL_146,146,ExtText12,EXTTEXT12,ExtText12,EXTTEXT12,ExtText12,EXTTEXT12,ExtText12,EXTTEXT12,ExtText12,EXTTEXT12,COMMON_EXACT_VAREXP_COL_146,KNOWN_COMMON_HEADER,ExtText12,TRUE,FALSE
VAREXP_COL_147,147,ExtText13,EXTTEXT13,ExtText13,EXTTEXT13,ExtText13,EXTTEXT13,ExtText13,EXTTEXT13,ExtText13,EXTTEXT13,COMMON_EXACT_VAREXP_COL_147,KNOWN_COMMON_HEADER,ExtText13,TRUE,FALSE
VAREXP_COL_148,148,ExtText14,EXTTEXT14,ExtText14,EXTTEXT14,ExtText14,EXTTEXT14,ExtText14,EXTTEXT14,ExtText14,EXTTEXT14,COMMON_EXACT_VAREXP_COL_148,KNOWN_COMMON_HEADER,ExtText14,TRUE,FALSE
VAREXP_COL_149,149,ExtText15,EXTTEXT15,ExtText15,EXTTEXT15,ExtText15,EXTTEXT15,ExtText15,EXTTEXT15,ExtText15,EXTTEXT15,COMMON_EXACT_VAREXP_COL_149,KNOWN_COMMON_HEADER,ExtText15,TRUE,FALSE
VAREXP_COL_150,150,ExtText16,EXTTEXT16,ExtText16,EXTTEXT16,ExtText16,EXTTEXT16,ExtText16,EXTTEXT16,ExtText16,EXTTEXT16,COMMON_EXACT_VAREXP_COL_150,KNOWN_COMMON_HEADER,ExtText16,TRUE,FALSE
VAREXP_COL_151,151,OPC_Server,OPC_SERVER,OPC_Server,OPC_SERVER,OPC_Server,OPC_SERVER,OPC_Server,OPC_SERVER,OPC_Server,OPC_SERVER,COMMON_EXACT_VAREXP_COL_151,KNOWN_COMMON_HEADER,OPC_Server,TRUE,FALSE
VAREXP_COL_152,152,OPC_Group,OPC_GROUP,OPC_Group,OPC_GROUP,OPC_Group,OPC_GROUP,OPC_Group,OPC_GROUP,OPC_Group,OPC_GROUP,COMMON_EXACT_VAREXP_COL_152,KNOWN_COMMON_HEADER,OPC_Group,TRUE,FALSE
VAREXP_COL_153,153,OPC_ItemId,OPC_ITEMID,OPC_ItemId,OPC_ITEMID,OPC_ItemId,OPC_ITEMID,OPC_ItemId,OPC_ITEMID,OPC_ItemId,OPC_ITEMID,COMMON_EXACT_VAREXP_COL_153,KNOWN_COMMON_HEADER,OPC_ItemId,TRUE,FALSE
VAREXP_COL_154,154,OPC_AccessPath,OPC_ACCESSPATH,OPC_AccessPath,OPC_ACCESSPATH,OPC_AccessPath,OPC_ACCESSPATH,OPC_AccessPath,OPC_ACCESSPATH,OPC_AccessPath,OPC_ACCESSPATH,COMMON_EXACT_VAREXP_COL_154,KNOWN_COMMON_HEADER,OPC_AccessPath,TRUE,FALSE
VAREXP_COL_155,155,OPC_IsArray,OPC_ISARRAY,OPC_IsArray,OPC_ISARRAY,OPC_IsArray,OPC_ISARRAY,OPC_IsArray,OPC_ISARRAY,OPC_IsArray,OPC_ISARRAY,COMMON_EXACT_VAREXP_COL_155,KNOWN_COMMON_HEADER,OPC_IsArray,TRUE,FALSE
VAREXP_COL_156,156,OPC_ArrayIndex,OPC_ARRAYINDEX,OPC_ArrayIndex,OPC_ARRAYINDEX,OPC_ArrayIndex,OPC_ARRAYINDEX,OPC_ArrayIndex,OPC_ARRAYINDEX,OPC_ArrayIndex,OPC_ARRAYINDEX,COMMON_EXACT_VAREXP_COL_156,KNOWN_COMMON_HEADER,OPC_ArrayIndex,TRUE,FALSE
VAREXP_COL_157,157,OPC_CustomizationExpression,OPC_CUSTOMIZATIONEXPRESSION,OPC_CustomizationExpression,OPC_CUSTOMIZATIONEXPRESSION,OPC_CustomizationExpression,OPC_CUSTOMIZATIONEXPRESSION,OPC_CustomizationExpression,OPC_CUSTOMIZATIONEXPRESSION,OPC_CustomizationExpression,OPC_CUSTOMIZATIONEXPRESSION,COMMON_EXACT_VAREXP_COL_157,KNOWN_COMMON_HEADER,OPC_CustomizationExpression,TRUE,FALSE
VAREXP_COL_158,158,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_158,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_158,FALSE,TRUE
VAREXP_COL_159,159,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_159,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_159,FALSE,TRUE
VAREXP_COL_160,160,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_160,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_160,FALSE,TRUE
VAREXP_COL_161,161,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_161,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_161,FALSE,TRUE
VAREXP_COL_162,162,DeadbandType,DEADBANDTYPE,DeadbandType,DEADBANDTYPE,DeadbandType,DEADBANDTYPE,DeadbandType,DEADBANDTYPE,DeadbandType,DEADBANDTYPE,COMMON_EXACT_VAREXP_COL_162,KNOWN_COMMON_HEADER,DeadbandType,TRUE,FALSE
VAREXP_COL_163,163,Recorder,RECORDER,Recorder,RECORDER,Recorder,RECORDER,Recorder,RECORDER,Recorder,RECORDER,COMMON_EXACT_VAREXP_COL_163,KNOWN_COMMON_HEADER,Recorder,TRUE,FALSE
VAREXP_COL_164,164,MaskExpressionBranch,MASKEXPRESSIONBRANCH,MaskExpressionBranch,MASKEXPRESSIONBRANCH,MaskExpressionBranch,MASKEXPRESSIONBRANCH,MaskExpressionBranch,MASKEXPRESSIONBRANCH,MaskExpressionBranch,MASKEXPRESSIONBRANCH,COMMON_EXACT_VAREXP_COL_164,KNOWN_COMMON_HEADER,MaskExpressionBranch,TRUE,FALSE
VAREXP_COL_165,165,MaskExpressionTemplate,MASKEXPRESSIONTEMPLATE,MaskExpressionTemplate,MASKEXPRESSIONTEMPLATE,MaskExpressionTemplate,MASKEXPRESSIONTEMPLATE,MaskExpressionTemplate,MASKEXPRESSIONTEMPLATE,MaskExpressionTemplate,MASKEXPRESSIONTEMPLATE,COMMON_EXACT_VAREXP_COL_165,KNOWN_COMMON_HEADER,MaskExpressionTemplate,TRUE,FALSE
VAREXP_COL_166,166,MessageAlarm,MESSAGEALARM,MessageAlarm,MESSAGEALARM,MessageAlarm,MESSAGEALARM,MessageAlarm,MESSAGEALARM,MessageAlarm,MESSAGEALARM,COMMON_EXACT_VAREXP_COL_166,KNOWN_COMMON_HEADER,MessageAlarm,TRUE,FALSE
VAREXP_COL_167,167,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_167,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_167,FALSE,TRUE
VAREXP_COL_168,168,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_168,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_168,FALSE,TRUE
VAREXP_COL_169,169,BACnet_NetworkName,BACNET_NETWORKNAME,BACnet_NetworkName,BACNET_NETWORKNAME,BACnet_NetworkName,BACNET_NETWORKNAME,BACnet_NetworkName,BACNET_NETWORKNAME,BACnet_NetworkName,BACNET_NETWORKNAME,COMMON_EXACT_VAREXP_COL_169,KNOWN_COMMON_HEADER,BACnet_NetworkName,TRUE,FALSE
VAREXP_COL_170,170,BACnet_DeviceName,BACNET_DEVICENAME,BACnet_DeviceName,BACNET_DEVICENAME,BACnet_DeviceName,BACNET_DEVICENAME,BACnet_DeviceName,BACNET_DEVICENAME,BACnet_DeviceName,BACNET_DEVICENAME,COMMON_EXACT_VAREXP_COL_170,KNOWN_COMMON_HEADER,BACnet_DeviceName,TRUE,FALSE
VAREXP_COL_171,171,BACnet_ObjectType,BACNET_OBJECTTYPE,BACnet_ObjectType,BACNET_OBJECTTYPE,BACnet_ObjectType,BACNET_OBJECTTYPE,BACnet_ObjectType,BACNET_OBJECTTYPE,BACnet_ObjectType,BACNET_OBJECTTYPE,COMMON_EXACT_VAREXP_COL_171,KNOWN_COMMON_HEADER,BACnet_ObjectType,TRUE,FALSE
VAREXP_COL_172,172,BACnet_ObjectInstance,BACNET_OBJECTINSTANCE,BACnet_ObjectInstance,BACNET_OBJECTINSTANCE,BACnet_ObjectInstance,BACNET_OBJECTINSTANCE,BACnet_ObjectInstance,BACNET_OBJECTINSTANCE,BACnet_ObjectInstance,BACNET_OBJECTINSTANCE,COMMON_EXACT_VAREXP_COL_172,KNOWN_COMMON_HEADER,BACnet_ObjectInstance,TRUE,FALSE
VAREXP_COL_173,173,BACnet_Property,BACNET_PROPERTY,BACnet_Property,BACNET_PROPERTY,BACnet_Property,BACNET_PROPERTY,BACnet_Property,BACNET_PROPERTY,BACnet_Property,BACNET_PROPERTY,COMMON_EXACT_VAREXP_COL_173,KNOWN_COMMON_HEADER,BACnet_Property,TRUE,FALSE
VAREXP_COL_174,174,BACnet_Fields,BACNET_FIELDS,BACnet_Fields,BACNET_FIELDS,BACnet_Fields,BACNET_FIELDS,BACnet_Fields,BACNET_FIELDS,BACnet_Fields,BACNET_FIELDS,COMMON_EXACT_VAREXP_COL_174,KNOWN_COMMON_HEADER,BACnet_Fields,TRUE,FALSE
VAREXP_COL_175,175,BACnet_PollingPeriod,BACNET_POLLINGPERIOD,BACnet_PollingPeriod,BACNET_POLLINGPERIOD,BACnet_PollingPeriod,BACNET_POLLINGPERIOD,BACnet_PollingPeriod,BACNET_POLLINGPERIOD,BACnet_PollingPeriod,BACNET_POLLINGPERIOD,COMMON_EXACT_VAREXP_COL_175,KNOWN_COMMON_HEADER,BACnet_PollingPeriod,TRUE,FALSE
VAREXP_COL_176,176,BACnet_MonitoringType,BACNET_MONITORINGTYPE,BACnet_MonitoringType,BACNET_MONITORINGTYPE,BACnet_MonitoringType,BACNET_MONITORINGTYPE,BACnet_MonitoringType,BACNET_MONITORINGTYPE,BACnet_MonitoringType,BACNET_MONITORINGTYPE,COMMON_EXACT_VAREXP_COL_176,KNOWN_COMMON_HEADER,BACnet_MonitoringType,TRUE,FALSE
VAREXP_COL_177,177,BACnet_Priority,BACNET_PRIORITY,BACnet_Priority,BACNET_PRIORITY,BACnet_Priority,BACNET_PRIORITY,BACnet_Priority,BACNET_PRIORITY,BACnet_Priority,BACNET_PRIORITY,COMMON_EXACT_VAREXP_COL_177,KNOWN_COMMON_HEADER,BACnet_Priority,TRUE,FALSE
VAREXP_COL_178,178,BACnet_Type,BACNET_TYPE,BACnet_Type,BACNET_TYPE,BACnet_Type,BACNET_TYPE,BACnet_Type,BACNET_TYPE,BACnet_Type,BACNET_TYPE,COMMON_EXACT_VAREXP_COL_178,KNOWN_COMMON_HEADER,BACnet_Type,TRUE,FALSE
VAREXP_COL_179,179,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_179,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_179,FALSE,TRUE
VAREXP_COL_180,180,BrowsingLevel,BROWSINGLEVEL,BrowsingLevel,BROWSINGLEVEL,BrowsingLevel,BROWSINGLEVEL,BrowsingLevel,BROWSINGLEVEL,BrowsingLevel,BROWSINGLEVEL,COMMON_EXACT_VAREXP_COL_180,KNOWN_COMMON_HEADER,BrowsingLevel,TRUE,FALSE
VAREXP_COL_181,181,AlarmAcknowledgmentLevel,ALARMACKNOWLEDGMENTLEVEL,AlarmAcknowledgmentLevel,ALARMACKNOWLEDGMENTLEVEL,AlarmAcknowledgmentLevel,ALARMACKNOWLEDGMENTLEVEL,AlarmAcknowledgmentLevel,ALARMACKNOWLEDGMENTLEVEL,AlarmAcknowledgmentLevel,ALARMACKNOWLEDGMENTLEVEL,COMMON_EXACT_VAREXP_COL_181,KNOWN_COMMON_HEADER,AlarmAcknowledgmentLevel,TRUE,FALSE
VAREXP_COL_182,182,AlarmMaskLevel,ALARMMASKLEVEL,AlarmMaskLevel,ALARMMASKLEVEL,AlarmMaskLevel,ALARMMASKLEVEL,AlarmMaskLevel,ALARMMASKLEVEL,AlarmMaskLevel,ALARMMASKLEVEL,COMMON_EXACT_VAREXP_COL_182,KNOWN_COMMON_HEADER,AlarmMaskLevel,TRUE,FALSE
VAREXP_COL_183,183,AlarmMaintenanceLevel,ALARMMAINTENANCELEVEL,AlarmMaintenanceLevel,ALARMMAINTENANCELEVEL,AlarmMaintenanceLevel,ALARMMAINTENANCELEVEL,AlarmMaintenanceLevel,ALARMMAINTENANCELEVEL,AlarmMaintenanceLevel,ALARMMAINTENANCELEVEL,COMMON_EXACT_VAREXP_COL_183,KNOWN_COMMON_HEADER,AlarmMaintenanceLevel,TRUE,FALSE
VAREXP_COL_184,184,WithInitialValue,WITHINITIALVALUE,WithInitialvalue,WITHINITIALVALUE,WithInitialValue,WITHINITIALVALUE,WithInitialValue,WITHINITIALVALUE,WithInitialvalue,WITHINITIALVALUE,CASE_ALIAS_VAREXP_COL_184,CASE_ONLY_VARIANT,WithInitialValue,TRUE,FALSE
VAREXP_COL_185,185,InitialValue,INITIALVALUE,Initialvalue,INITIALVALUE,InitialValue,INITIALVALUE,InitialValue,INITIALVALUE,Initialvalue,INITIALVALUE,CASE_ALIAS_VAREXP_COL_185,CASE_ONLY_VARIANT,InitialValue,TRUE,FALSE
