ColumnIndex,HeaderName,Empty,AllFiveIdentical,FilesWithHeader,HeaderNameConflict,Classification,varexp_main.csv,plc_m_varexp.csv,G03_varexp.csv,BFU_varexp.csv,E02_varexp.csv
214,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
215,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
216,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
217,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
218,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
219,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
220,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
221,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
222,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
223,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
224,BACnet_VarType,FALSE,TRUE,5,FALSE,Known,BACnet_VarType,BACnet_VarType,BACnet_VarType,BACnet_VarType,BACnet_VarType
225,BACnet_AlarmType,FALSE,TRUE,5,FALSE,Known,BACnet_AlarmType,BACnet_AlarmType,BACnet_AlarmType,BACnet_AlarmType,BACnet_AlarmType
226,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
227,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
228,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
229,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
230,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
231,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
232,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
233,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
234,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
235,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
236,SNMP_NetworkName,FALSE,TRUE,5,FALSE,Known,SNMP_NetworkName,SNMP_NetworkName,SNMP_NetworkName,SNMP_NetworkName,SNMP_NetworkName
237,SNMP_DeviceName,FALSE,TRUE,5,FALSE,Known,SNMP_DeviceName,SNMP_DeviceName,SNMP_DeviceName,SNMP_DeviceName,SNMP_DeviceName
238,SNMP_ScanGroupName,FALSE,TRUE,5,FALSE,Known,SNMP_ScanGroupName,SNMP_ScanGroupName,SNMP_ScanGroupName,SNMP_ScanGroupName,SNMP_ScanGroupName
239,SNMP_DataType,FALSE,TRUE,5,FALSE,Known,SNMP_DataType,SNMP_DataType,SNMP_DataType,SNMP_DataType,SNMP_DataType
240,SNMP_OID,FALSE,TRUE,5,FALSE,Known,SNMP_OID,SNMP_OID,SNMP_OID,SNMP_OID,SNMP_OID
241,SNMP_DisableReading,FALSE,TRUE,5,FALSE,Known,SNMP_DisableReading,SNMP_DisableReading,SNMP_DisableReading,SNMP_DisableReading,SNMP_DisableReading
242,SNMP_WithInitialValue | SNMP_WithInitialvalue,FALSE,FALSE,5,TRUE,Unknown,SNMP_WithInitialValue,SNMP_WithInitialvalue,SNMP_WithInitialValue,SNMP_WithInitialValue,SNMP_WithInitialvalue
243,SNMP_InitialValue | SNMP_Initialvalue,FALSE,FALSE,5,TRUE,Unknown,SNMP_InitialValue,SNMP_Initialvalue,SNMP_InitialValue,SNMP_InitialValue,SNMP_Initialvalue
244,SNMP_Offset,FALSE,TRUE,5,FALSE,Known,SNMP_Offset,SNMP_Offset,SNMP_Offset,SNMP_Offset,SNMP_Offset
245,SNMP_ExtractionField,FALSE,TRUE,5,FALSE,Known,SNMP_ExtractionField,SNMP_ExtractionField,SNMP_ExtractionField,SNMP_ExtractionField,SNMP_ExtractionField
246,SNMP_RemoveNoPrintableCharacters,FALSE,TRUE,5,FALSE,Known,SNMP_RemoveNoPrintableCharacters,SNMP_RemoveNoPrintableCharacters,SNMP_RemoveNoPrintableCharacters,SNMP_RemoveNoPrintableCharacters,SNMP_RemoveNoPrintableCharacters
247,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
248,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
249,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
250,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
251,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
252,104_ReadTimeTag,FALSE,TRUE,5,FALSE,Known,104_ReadTimeTag,104_ReadTimeTag,104_ReadTimeTag,104_ReadTimeTag,104_ReadTimeTag
253,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
254,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
255,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
256,,TRUE,TRUE,0,FALSE,ReservedCandidate,,,,,
257,OPCUA_NetworkName,FALSE,TRUE,5,FALSE,Known,OPCUA_NetworkName,OPCUA_NetworkName,OPCUA_NetworkName,OPCUA_NetworkName,OPCUA_NetworkName
258,OPCUA_ClientName,FALSE,TRUE,5,FALSE,Known,OPCUA_ClientName,OPCUA_ClientName,OPCUA_ClientName,OPCUA_ClientName,OPCUA_ClientName
259,OPCUA_MonitoringName,FALSE,TRUE,5,FALSE,Known,OPCUA_MonitoringName,OPCUA_MonitoringName,OPCUA_MonitoringName,OPCUA_MonitoringName,OPCUA_MonitoringName
260,OPCUA_Identifier,FALSE,TRUE,5,FALSE,Known,OPCUA_Identifier,OPCUA_Identifier,OPCUA_Identifier,OPCUA_Identifier,OPCUA_Identifier
261,OPCUA_IdentifierType,FALSE,TRUE,5,FALSE,Known,OPCUA_IdentifierType,OPCUA_IdentifierType,OPCUA_IdentifierType,OPCUA_IdentifierType,OPCUA_IdentifierType
262,OPCUA_NamespaceIndex,FALSE,TRUE,5,FALSE,Known,OPCUA_NamespaceIndex,OPCUA_NamespaceIndex,OPCUA_NamespaceIndex,OPCUA_NamespaceIndex,OPCUA_NamespaceIndex
