Path,SizeBytes,Classification,Reason
02. Project Backup/Factory B/SSV_HVAC/sdb/00000007/000000f5.PG,636,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000007/000000f6.PG,572,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000007/000000f7.PG,138,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000007/000000f8.PG,306,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000007/000000f9.PG,152,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000007/000000fa.PG,702,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000007/000000fb.PG,142,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000007/000000fc.PG,306,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000007/000000fd.PG,2120,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000007/000000fe.PG,696,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000007/000000ff.PG,920,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000007/00000100.PG,238,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000007/link/00000007.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000007/list/00000007.DBF,28770,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000007/list/00000007.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000008/00000003.PG,650,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000008/00000125.PG,338,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000008/00000132.PG,922,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000008/00000133.PG,696,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000008/00000134.PG,2144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000008/00000135.PG,142,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000008/00000136.PG,566,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000008/00000137.PG,152,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000008/00000138.PG,306,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000008/00000139.PG,138,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000008/0000013a.PG,624,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000008/0000013b.PG,700,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000008/0000013c.PG,306,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000008/0000013d.PG,238,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000008/link/00000008.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000008/list/00000008.DBF,35541,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000008/list/00000008.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000009/00000013.PG,650,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000009/00000260.PG,106,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000009/00000261.PG,106,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000009/0000028a.PG,338,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000009/0000028b.PG,2302,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000009/0000028c.PG,142,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000009/0000028d.PG,702,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000009/0000028e.PG,152,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000009/0000028f.PG,306,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000009/00000290.PG,138,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000009/00000291.PG,650,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000009/00000292.PG,720,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000009/00000293.PG,920,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000009/00000294.PG,696,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000009/00000295.PG,306,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000009/00000296.PG,238,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000009/link/00000009.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000009/list/00000009.DBF,73836,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/00000009/list/00000009.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000a/00000118.PG,106,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000a/00000119.PG,106,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000a/00000123.PG,338,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000a/00000125.PG,920,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000a/00000126.PG,2836,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000a/00000127.PG,744,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000a/00000128.PG,152,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000a/00000129.PG,510,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000a/0000012a.PG,142,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000a/0000012b.PG,138,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000a/0000012c.PG,820,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000a/0000012d.PG,306,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000a/0000012e.PG,696,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000a/0000012f.PG,306,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000a/00000130.PG,238,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000a/link/0000000A.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000a/list/0000000A.DBF,34098,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000a/list/0000000A.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000c/00000003.PG,650,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000c/000000f8.PG,338,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000c/0000012a.PG,696,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000c/0000012b.PG,1266,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000c/0000012c.PG,142,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000c/0000012d.PG,694,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000c/0000012e.PG,152,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000c/0000012f.PG,306,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000c/00000130.PG,138,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000c/00000131.PG,246,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000c/00000132.PG,192,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000c/00000133.PG,924,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000c/00000134.PG,306,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000c/00000135.PG,238,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000c/link/0000000C.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000c/list/0000000C.DBF,34653,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/0000000c/list/0000000C.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/S0112001.DBF,1301,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/S0112001.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/sdblast.id,8,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/sdb/sdblock.lck,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/SSV_HVAC.s7p,103,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/SSV_HVAC.S7S,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/SyncTSvr,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/BS000002.lck,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/BS000003.lck,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/BS000004.lck,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/BS000005.lck,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/BS000006.lck,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/BS000007.lck,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/BS000008.lck,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/BS000009.lck,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/BS00000a.lck,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/BS00000b.lck,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/BS00000d.lck,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/BS112001.DBF,1325,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/BS112001.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/BSlstlck.lck,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/BstlID.ubs,4,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/CT112001.DBF,1378,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/CT112001.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/CtlistID.uct,4,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/CTlstlck.lck,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/BSL00002.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/BSL00003.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/BSL00004.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/BSL00005.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/BSL00006.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/BSL00007.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/BSL00008.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/BSL00009.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/BSL0000A.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/BSL0000B.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/BSL0000D.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/CTL00002.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/CTL00003.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/CTL00004.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/CTL00005.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/CTL00006.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/CTL00007.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/CTL00008.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/CTL00009.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/CTL0000A.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/CTL0000B.DBF,336,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/CTL0000C.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/CTL0000D.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/XRL00002.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/XRL00003.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/XRL00004.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/XRL00005.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/XRL00006.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/XRL00007.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/XRL00008.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/XRL00009.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/XRL0000A.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/XRL0000B.DBF,336,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/XRL0000C.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/links/XRL0000D.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS000002.DBF,2240,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS000002.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS000003.DBF,390,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS000003.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS000004.DBF,2790,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS000004.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS000005.DBF,790,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS000005.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS000006.DBF,1890,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS000006.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS000007.DBF,590,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS000007.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS000008.DBF,2290,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS000008.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS000009.DBF,440,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS000009.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS00000a.DBF,340,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS00000a.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS00000b.DBF,340,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS00000b.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS00000d.DBF,440,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/BS00000d.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/CT000002.DBF,25051,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/CT000002.MDX,28672,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/CT000003.DBF,7111,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/CT000003.MDX,12288,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/CT000004.DBF,41680,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/CT000004.MDX,46080,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/CT000005.DBF,20704,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/CT000005.MDX,28672,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/CT000006.DBF,38161,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/CT000006.MDX,41984,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/CT000007.DBF,5869,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/CT000007.MDX,11264,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/CT000008.DBF,32641,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/CT000008.MDX,37888,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/CT000009.DBF,12355,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/CT000009.MDX,18432,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/Factory B/SSV_HVAC/XUTILS/listen/CT00000a.DBF,4213,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
